tconst,type,titleType,title,originalTitle,date_added,release_year,runtimeMinutes,averageRating,numVotes,ageCertification,isAdult,country,popularityScore,month_added,season,genre
tt0051658,Movie,movie,Gigi,Gigi,2019-11-01,1958,115,6.6,25582,G,0,United States,6.5642915227867675,11,Winter,Comedy
tt0051658,Movie,movie,Gigi,Gigi,2019-11-01,1958,115,6.6,25582,G,0,United States,6.5642915227867675,11,Winter,Music
tt0051658,Movie,movie,Gigi,Gigi,2019-11-01,1958,115,6.6,25582,G,0,United States,6.5642915227867675,11,Winter,Musical
tt0051658,Movie,movie,Gigi,Gigi,2019-11-01,1958,115,6.6,25582,G,0,United States,6.5642915227867675,11,Winter,Comedy
tt0051658,Movie,movie,Gigi,Gigi,2019-11-01,1958,115,6.6,25582,G,0,United States,6.5642915227867675,11,Winter,Romance
tt0054135,Movie,movie,Ocean's Eleven,Ocean's Eleven,2019-11-01,1960,127,6.5,26501,TV-PG,0,United States,6.476170452471255,11,Winter,Action
tt0054135,Movie,movie,Ocean's Eleven,Ocean's Eleven,2019-11-01,1960,127,6.5,26501,TV-PG,0,United States,6.476170452471255,11,Winter,Adventure
tt0054135,Movie,movie,Ocean's Eleven,Ocean's Eleven,2019-11-01,1960,127,6.5,26501,TV-PG,0,United States,6.476170452471255,11,Winter,Classic
tt0054135,Movie,movie,Ocean's Eleven,Ocean's Eleven,2019-11-01,1960,127,6.5,26501,TV-PG,0,United States,6.476170452471255,11,Winter,Comedy
tt0054135,Movie,movie,Ocean's Eleven,Ocean's Eleven,2019-11-01,1960,127,6.5,26501,TV-PG,0,United States,6.476170452471255,11,Winter,Crime
tt0054135,Movie,movie,Ocean's Eleven,Ocean's Eleven,2019-11-01,1960,127,6.5,26501,TV-PG,0,United States,6.476170452471255,11,Winter,Music
tt0054953,Movie,movie,The Guns of Navarone,The Guns of Navarone,2021-09-01,1961,158,7.5,58231,TV-14,0,"United Kingdom, United States",7.436387794580077,9,Fall,Action
tt0054953,Movie,movie,The Guns of Navarone,The Guns of Navarone,2021-09-01,1961,158,7.5,58231,TV-14,0,"United Kingdom, United States",7.436387794580077,9,Fall,Adventure
tt0054953,Movie,movie,The Guns of Navarone,The Guns of Navarone,2021-09-01,1961,158,7.5,58231,TV-14,0,"United Kingdom, United States",7.436387794580077,9,Fall,Classic
tt0054953,Movie,movie,The Guns of Navarone,The Guns of Navarone,2021-09-01,1961,158,7.5,58231,TV-14,0,"United Kingdom, United States",7.436387794580077,9,Fall,Drama
tt0056193,Movie,movie,Lolita,Lolita,2019-11-01,1962,153,7.5,113314,R,0,"United Kingdom, United States",7.466461014203004,11,Winter,Classic
tt0056193,Movie,movie,Lolita,Lolita,2019-11-01,1962,153,7.5,113314,R,0,"United Kingdom, United States",7.466461014203004,11,Winter,Drama
tt0056193,Movie,movie,Lolita,Lolita,2019-11-01,1962,153,7.5,113314,R,0,"United Kingdom, United States",7.466461014203004,11,Winter,Romance
tt0056193,Movie,movie,Lolita,Lolita,2019-11-01,1962,153,7.5,113314,R,0,"United Kingdom, United States",7.466461014203004,11,Winter,Crime
tt0056193,Movie,movie,Lolita,Lolita,2019-11-01,1962,153,7.5,113314,R,0,"United Kingdom, United States",7.466461014203004,11,Winter,Drama
tt0056193,Movie,movie,Lolita,Lolita,2019-11-01,1962,153,7.5,113314,R,0,"United Kingdom, United States",7.466461014203004,11,Winter,Romance
tt0056264,Movie,movie,Mutiny on the Bounty,Mutiny on the Bounty,2019-11-01,1962,178,7.2,18857,TV-PG,0,United States,7.066357102454947,11,Winter,Action
tt0056264,Movie,movie,Mutiny on the Bounty,Mutiny on the Bounty,2019-11-01,1962,178,7.2,18857,TV-PG,0,United States,7.066357102454947,11,Winter,Adventure
tt0056264,Movie,movie,Mutiny on the Bounty,Mutiny on the Bounty,2019-11-01,1962,178,7.2,18857,TV-PG,0,United States,7.066357102454947,11,Winter,Classic
tt0056264,Movie,movie,Mutiny on the Bounty,Mutiny on the Bounty,2019-11-01,1962,178,7.2,18857,TV-PG,0,United States,7.066357102454947,11,Winter,Drama
tt0056264,Movie,movie,Mutiny on the Bounty,Mutiny on the Bounty,2019-11-01,1962,178,7.2,18857,TV-PG,0,United States,7.066357102454947,11,Winter,History
tt0056379,Movie,movie,Professor,Professor,2017-07-01,1962,166,6.8,374,TV-PG,0,India,6.3333627892693745,7,Fall,Comedy
tt0056379,Movie,movie,Professor,Professor,2017-07-01,1962,166,6.8,374,TV-PG,0,India,6.3333627892693745,7,Fall,Drama
tt0056379,Movie,movie,Professor,Professor,2017-07-01,1962,166,6.8,374,TV-PG,0,India,6.3333627892693745,7,Fall,International
tt0056379,Movie,movie,Professor,Professor,2017-07-01,1962,166,6.8,374,TV-PG,0,India,6.3333627892693745,7,Fall,Comedy
tt0056379,Movie,movie,Professor,Professor,2017-07-01,1962,166,6.8,374,TV-PG,0,India,6.3333627892693745,7,Fall,Drama
tt0056379,Movie,movie,Professor,Professor,2017-07-01,1962,166,6.8,374,TV-PG,0,India,6.3333627892693745,7,Fall,Musical
tt0057357,Movie,movie,Saladin,El Naser Salah el Dine,2020-06-18,1963,194,7.5,2996,TV-MA,0,Egypt,6.869309007238339,6,Summer,Action
tt0057357,Movie,movie,Saladin,El Naser Salah el Dine,2020-06-18,1963,194,7.5,2996,TV-MA,0,Egypt,6.869309007238339,6,Summer,Adventure
tt0057357,Movie,movie,Saladin,El Naser Salah el Dine,2020-06-18,1963,194,7.5,2996,TV-MA,0,Egypt,6.869309007238339,6,Summer,Classic
tt0057357,Movie,movie,Saladin,El Naser Salah el Dine,2020-06-18,1963,194,7.5,2996,TV-MA,0,Egypt,6.869309007238339,6,Summer,Drama
tt0057357,Movie,movie,Saladin,El Naser Salah el Dine,2020-06-18,1963,194,7.5,2996,TV-MA,0,Egypt,6.869309007238339,6,Summer,Biography
tt0058385,Movie,movie,My Fair Lady,My Fair Lady,2021-04-01,1964,170,7.7,105692,G,0,United States,7.6582360376230465,4,Summer,Classic
tt0058385,Movie,movie,My Fair Lady,My Fair Lady,2021-04-01,1964,170,7.7,105692,G,0,United States,7.6582360376230465,4,Summer,Music
tt0058385,Movie,movie,My Fair Lady,My Fair Lady,2021-04-01,1964,170,7.7,105692,G,0,United States,7.6582360376230465,4,Summer,Musical
tt0058385,Movie,movie,My Fair Lady,My Fair Lady,2021-04-01,1964,170,7.7,105692,G,0,United States,7.6582360376230465,4,Summer,Drama
tt0058385,Movie,movie,My Fair Lady,My Fair Lady,2021-04-01,1964,170,7.7,105692,G,0,United States,7.6582360376230465,4,Summer,Family
tt0058547,Movie,movie,Sangam,Sangam,2019-12-31,1964,238,7.3,2015,TV-14,0,India,6.673391871303691,12,Winter,Classic
tt0058547,Movie,movie,Sangam,Sangam,2019-12-31,1964,238,7.3,2015,TV-14,0,India,6.673391871303691,12,Winter,Drama
tt0058547,Movie,movie,Sangam,Sangam,2019-12-31,1964,238,7.3,2015,TV-14,0,India,6.673391871303691,12,Winter,International
tt0058547,Movie,movie,Sangam,Sangam,2019-12-31,1964,238,7.3,2015,TV-14,0,India,6.673391871303691,12,Winter,Drama
tt0058547,Movie,movie,Sangam,Sangam,2019-12-31,1964,238,7.3,2015,TV-14,0,India,6.673391871303691,12,Winter,Musical
tt0058547,Movie,movie,Sangam,Sangam,2019-12-31,1964,238,7.3,2015,TV-14,0,India,6.673391871303691,12,Winter,Romance
tt0059037,Movie,movie,The Cincinnati Kid,The Cincinnati Kid,2019-11-01,1965,102,7.2,19111,TV-14,0,United States,7.067878562540843,11,Winter,Classic
tt0059037,Movie,movie,The Cincinnati Kid,The Cincinnati Kid,2019-11-01,1965,102,7.2,19111,TV-14,0,United States,7.067878562540843,11,Winter,Drama
tt0059113,Movie,movie,Doctor Zhivago,Doctor Zhivago,2019-11-01,1965,197,7.9,85100,PG-13,0,"United States, Italy, United Kingdom, Liechtenstein",7.841248455366351,11,Winter,Classic
tt0059113,Movie,movie,Doctor Zhivago,Doctor Zhivago,2019-11-01,1965,197,7.9,85100,PG-13,0,"United States, Italy, United Kingdom, Liechtenstein",7.841248455366351,11,Winter,Drama
tt0059113,Movie,movie,Doctor Zhivago,Doctor Zhivago,2019-11-01,1965,197,7.9,85100,PG-13,0,"United States, Italy, United Kingdom, Liechtenstein",7.841248455366351,11,Winter,Romance
tt0059113,Movie,movie,Doctor Zhivago,Doctor Zhivago,2019-11-01,1965,197,7.9,85100,PG-13,0,"United States, Italy, United Kingdom, Liechtenstein",7.841248455366351,11,Winter,Drama
tt0059113,Movie,movie,Doctor Zhivago,Doctor Zhivago,2019-11-01,1965,197,7.9,85100,PG-13,0,"United States, Italy, United Kingdom, Liechtenstein",7.841248455366351,11,Winter,Romance
tt0059113,Movie,movie,Doctor Zhivago,Doctor Zhivago,2019-11-01,1965,197,7.9,85100,PG-13,0,"United States, Italy, United Kingdom, Liechtenstein",7.841248455366351,11,Winter,War
tt0060104,Movie,movie,Amrapali,Amrapali,2017-07-01,1966,119,6.6,310,TV-PG,0,India,6.3071904868514945,7,Fall,Drama
tt0060104,Movie,movie,Amrapali,Amrapali,2017-07-01,1966,119,6.6,310,TV-PG,0,India,6.3071904868514945,7,Fall,International
tt0060104,Movie,movie,Amrapali,Amrapali,2017-07-01,1966,119,6.6,310,TV-PG,0,India,6.3071904868514945,7,Fall,Music
tt0060104,Movie,movie,Amrapali,Amrapali,2017-07-01,1966,119,6.6,310,TV-PG,0,India,6.3071904868514945,7,Fall,Musical
tt0060104,Movie,movie,Amrapali,Amrapali,2017-07-01,1966,119,6.6,310,TV-PG,0,India,6.3071904868514945,7,Fall,Fantasy
tt0060104,Movie,movie,Amrapali,Amrapali,2017-07-01,1966,119,6.6,310,TV-PG,0,India,6.3071904868514945,7,Fall,History
tt0061418,Movie,movie,Bonnie and Clyde,Bonnie and Clyde,2021-01-01,1967,111,7.7,125602,R,0,United States,7.6646918418102885,1,Spring,Action
tt0061418,Movie,movie,Bonnie and Clyde,Bonnie and Clyde,2021-01-01,1967,111,7.7,125602,R,0,United States,7.6646918418102885,1,Spring,Adventure
tt0061418,Movie,movie,Bonnie and Clyde,Bonnie and Clyde,2021-01-01,1967,111,7.7,125602,R,0,United States,7.6646918418102885,1,Spring,Classic
tt0061418,Movie,movie,Bonnie and Clyde,Bonnie and Clyde,2021-01-01,1967,111,7.7,125602,R,0,United States,7.6646918418102885,1,Spring,Drama
tt0061418,Movie,movie,Bonnie and Clyde,Bonnie and Clyde,2021-01-01,1967,111,7.7,125602,R,0,United States,7.6646918418102885,1,Spring,Biography
tt0061418,Movie,movie,Bonnie and Clyde,Bonnie and Clyde,2021-01-01,1967,111,7.7,125602,R,0,United States,7.6646918418102885,1,Spring,Crime
tt0061512,Movie,movie,Cool Hand Luke,Cool Hand Luke,2021-01-01,1967,127,8.0,195027,TV-14,0,United States,7.972214877937157,1,Spring,Classic
tt0061512,Movie,movie,Cool Hand Luke,Cool Hand Luke,2021-01-01,1967,127,8.0,195027,TV-14,0,United States,7.972214877937157,1,Spring,Drama
tt0061512,Movie,movie,Cool Hand Luke,Cool Hand Luke,2021-01-01,1967,127,8.0,195027,TV-14,0,United States,7.972214877937157,1,Spring,Crime
tt0062485,Movie,movie,Westerplatte Resists,Westerplatte,2019-10-01,1967,96,7.0,588,TV-MA,0,Poland,6.390770488080451,10,Winter,Classic
tt0062485,Movie,movie,Westerplatte Resists,Westerplatte,2019-10-01,1967,96,7.0,588,TV-MA,0,Poland,6.390770488080451,10,Winter,Drama
tt0062485,Movie,movie,Westerplatte Resists,Westerplatte,2019-10-01,1967,96,7.0,588,TV-MA,0,Poland,6.390770488080451,10,Winter,International
tt0062485,Movie,movie,Westerplatte Resists,Westerplatte,2019-10-01,1967,96,7.0,588,TV-MA,0,Poland,6.390770488080451,10,Winter,Drama
tt0062485,Movie,movie,Westerplatte Resists,Westerplatte,2019-10-01,1967,96,7.0,588,TV-MA,0,Poland,6.390770488080451,10,Winter,War
tt0062803,Movie,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,2020-01-01,1968,144,7.0,53328,G,0,"United Kingdom, United States",6.9591748975525185,1,Spring,Children
tt0062803,Movie,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,2020-01-01,1968,144,7.0,53328,G,0,"United Kingdom, United States",6.9591748975525185,1,Spring,Family
tt0062803,Movie,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,2020-01-01,1968,144,7.0,53328,G,0,"United Kingdom, United States",6.9591748975525185,1,Spring,Classic
tt0062803,Movie,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,2020-01-01,1968,144,7.0,53328,G,0,"United Kingdom, United States",6.9591748975525185,1,Spring,Comedy
tt0062803,Movie,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,2020-01-01,1968,144,7.0,53328,G,0,"United Kingdom, United States",6.9591748975525185,1,Spring,Adventure
tt0062803,Movie,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,2020-01-01,1968,144,7.0,53328,G,0,"United Kingdom, United States",6.9591748975525185,1,Spring,Fantasy
tt0063522,Movie,movie,Rosemary's Baby,Rosemary's Baby,2019-11-01,1968,137,8.0,250353,R,0,United States,7.978277672158676,11,Winter,Classic
tt0063522,Movie,movie,Rosemary's Baby,Rosemary's Baby,2019-11-01,1968,137,8.0,250353,R,0,United States,7.978277672158676,11,Winter,Horror
tt0063522,Movie,movie,Rosemary's Baby,Rosemary's Baby,2019-11-01,1968,137,8.0,250353,R,0,United States,7.978277672158676,11,Winter,Thriller
tt0063522,Movie,movie,Rosemary's Baby,Rosemary's Baby,2019-11-01,1968,137,8.0,250353,R,0,United States,7.978277672158676,11,Winter,Drama
tt0064038,Movie,movie,The Land,Al-ard,2020-06-18,1970,130,8.0,2694,TV-MA,0,Egypt,7.065530812495545,6,Summer,Classic
tt0064038,Movie,movie,The Land,Al-ard,2020-06-18,1970,130,8.0,2694,TV-MA,0,Egypt,7.065530812495545,6,Summer,Drama
tt0064038,Movie,movie,The Land,Al-ard,2020-06-18,1970,130,8.0,2694,TV-MA,0,Egypt,7.065530812495545,6,Summer,International
tt0064038,Movie,movie,The Land,Al-ard,2020-06-18,1970,130,8.0,2694,TV-MA,0,Egypt,7.065530812495545,6,Summer,Drama
tt0064116,Movie,movie,Once Upon a Time in the West,C'era una volta il West,2019-11-20,1968,166,8.5,372331,PG-13,0,"Italy, United States",8.481072770580456,11,Winter,Action
tt0064116,Movie,movie,Once Upon a Time in the West,C'era una volta il West,2019-11-20,1968,166,8.5,372331,PG-13,0,"Italy, United States",8.481072770580456,11,Winter,Adventure
tt0064116,Movie,movie,Once Upon a Time in the West,C'era una volta il West,2019-11-20,1968,166,8.5,372331,PG-13,0,"Italy, United States",8.481072770580456,11,Winter,Classic
tt0064116,Movie,movie,Once Upon a Time in the West,C'era una volta il West,2019-11-20,1968,166,8.5,372331,PG-13,0,"Italy, United States",8.481072770580456,11,Winter,International
tt0064116,Movie,movie,Once Upon a Time in the West,C'era una volta il West,2019-11-20,1968,166,8.5,372331,PG-13,0,"Italy, United States",8.481072770580456,11,Winter,Drama
tt0064116,Movie,movie,Once Upon a Time in the West,C'era una volta il West,2019-11-20,1968,166,8.5,372331,PG-13,0,"Italy, United States",8.481072770580456,11,Winter,Western
tt0065126,Movie,movie,True Grit,True Grit,2020-01-01,1969,128,7.4,53770,G,0,United States,7.3370236722634505,1,Spring,Classic
tt0065126,Movie,movie,True Grit,True Grit,2020-01-01,1969,128,7.4,53770,G,0,United States,7.3370236722634505,1,Spring,Drama
tt0065126,Movie,movie,True Grit,True Grit,2020-01-01,1969,128,7.4,53770,G,0,United States,7.3370236722634505,1,Spring,Adventure
tt0065126,Movie,movie,True Grit,True Grit,2020-01-01,1969,128,7.4,53770,G,0,United States,7.3370236722634505,1,Spring,Western
tt0066289,Movie,movie,The Cruise,Rejs,2019-10-01,1970,65,7.5,3857,TV-PG,0,Poland,6.946257419420256,10,Winter,Comedy
tt0066289,Movie,movie,The Cruise,Rejs,2019-10-01,1970,65,7.5,3857,TV-PG,0,Poland,6.946257419420256,10,Winter,Cult
tt0066289,Movie,movie,The Cruise,Rejs,2019-10-01,1970,65,7.5,3857,TV-PG,0,Poland,6.946257419420256,10,Winter,International
tt0066289,Movie,movie,The Cruise,Rejs,2019-10-01,1970,65,7.5,3857,TV-PG,0,Poland,6.946257419420256,10,Winter,Comedy
tt0066921,Movie,movie,A Clockwork Orange,A Clockwork Orange,2020-11-01,1971,136,8.2,917826,R,0,"United Kingdom, United States",8.193325094632343,11,Winter,Classic
tt0066921,Movie,movie,A Clockwork Orange,A Clockwork Orange,2020-11-01,1971,136,8.2,917826,R,0,"United Kingdom, United States",8.193325094632343,11,Winter,Cult
tt0066921,Movie,movie,A Clockwork Orange,A Clockwork Orange,2020-11-01,1971,136,8.2,917826,R,0,"United Kingdom, United States",8.193325094632343,11,Winter,Drama
tt0066921,Movie,movie,A Clockwork Orange,A Clockwork Orange,2020-11-01,1971,136,8.2,917826,R,0,"United Kingdom, United States",8.193325094632343,11,Winter,Crime
tt0066921,Movie,movie,A Clockwork Orange,A Clockwork Orange,2020-11-01,1971,136,8.2,917826,R,0,"United Kingdom, United States",8.193325094632343,11,Winter,Sci-Fi
tt0067093,Movie,movie,Fiddler on the Roof,Fiddler on the Roof,2020-07-01,1971,181,8.0,50540,G,0,United States,7.897510952900051,7,Fall,Classic
tt0067093,Movie,movie,Fiddler on the Roof,Fiddler on the Roof,2020-07-01,1971,181,8.0,50540,G,0,United States,7.897510952900051,7,Fall,Drama
tt0067093,Movie,movie,Fiddler on the Roof,Fiddler on the Roof,2020-07-01,1971,181,8.0,50540,G,0,United States,7.897510952900051,7,Fall,Music
tt0067093,Movie,movie,Fiddler on the Roof,Fiddler on the Roof,2020-07-01,1971,181,8.0,50540,G,0,United States,7.897510952900051,7,Fall,Musical
tt0067093,Movie,movie,Fiddler on the Roof,Fiddler on the Roof,2020-07-01,1971,181,8.0,50540,G,0,United States,7.897510952900051,7,Fall,Drama
tt0067093,Movie,movie,Fiddler on the Roof,Fiddler on the Roof,2020-07-01,1971,181,8.0,50540,G,0,United States,7.897510952900051,7,Fall,Family
